Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-MMU-5675482,"Regulation of necroptotic cell death",1,34,0.003146400148065889,0.9311279636041903,0.9995799496881722,1,17,0.0020638582008012628,10090,Mus musculus,"57705","","R-MMU-9687828"
R-BTA-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,33,0.0031548757170172083,0.931623326422992,0.9997354912101125,1,8,0.0010037641154328732,9913,Bos taurus,"57705","","R-BTA-162730"
R-HSA-168271,"Transport of Ribonucleoproteins into the Host Nucleus",1,48,0.0031614305473226635,0.9320039880953525,0.9320039880953525,1,4,2.841312686461145E-4,9606,Homo sapiens,"55746","","R-HSA-168337"
R-HSA-549132,"Organic cation/anion/zwitterion transport",1,48,0.0031614305473226635,0.9320039880953525,0.9320039880953525,1,12,8.523938059383435E-4,9606,Homo sapiens,"55356","","R-HSA-549297"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",1,48,0.0031614305473226635,0.9320039880953525,0.9320039880953525,1,17,0.0012075578917459867,9606,Homo sapiens,"159","","R-HSA-111524"
R-HSA-193368,"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",2,78,0.005137324639399328,0.9320768483886219,0.9320768483886219,3,39,0.0027702798692996163,9606,Homo sapiens,"6342;778","","R-HSA-193362;R-HSA-192341;R-HSA-193533"
R-RNO-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",1,33,0.0031779661016949155,0.9329548864452699,0.9913948662412256,2,5,6.299609424215699E-4,10116,Rattus norvegicus,"57634","","R-RNO-170824;R-RNO-170799"
R-SSC-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",1,32,0.0031936127744510976,0.9338424347627652,0.9999073081264396,1,5,6.632179334129195E-4,9823,Sus scrofa,"91752","","R-SSC-201685"
R-SSC-5673000,"RAF activation",1,32,0.0031936127744510976,0.9338424347627652,0.9999073081264396,2,12,0.0015917230401910067,9823,Sus scrofa,"91752","","R-SSC-5672961;R-SSC-5672957"
R-HSA-9007101,"Rab regulation of trafficking",4,131,0.00862807086873477,0.9344964324193272,0.9344964324193272,5,35,0.002486148600653502,9606,Homo sapiens,"83696;7531;116442;6305","","R-HSA-8877813;R-HSA-8876837;R-HSA-8877475;R-HSA-8933452;R-HSA-8877612"
R-HSA-446219,"Synthesis of substrates in N-glycan biosythesis",4,131,0.00862807086873477,0.9344964324193272,0.9344964324193272,6,49,0.0034806080409149026,9606,Homo sapiens,"57634;1006;8128;57705","","R-HSA-4085021;R-HSA-449715;R-HSA-446204;R-HSA-4084978;R-HSA-532549;R-HSA-428585"
R-RNO-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2,54,0.005200308166409861,0.9349854437944375,0.9913948662412256,2,30,0.003779765654529419,10116,Rattus norvegicus,"2200;26523","","R-RNO-1250280;R-RNO-879201"
R-HSA-167161,"HIV Transcription Initiation",1,49,0.003227293683725219,0.9357133455713877,0.9357133455713877,4,4,2.841312686461145E-4,9606,Homo sapiens,"6878","","R-HSA-167477;R-HSA-167130;R-HSA-167134;R-HSA-167118"
R-HSA-75953,"RNA Polymerase II Transcription Initiation",1,49,0.003227293683725219,0.9357133455713877,0.9357133455713877,3,3,2.1309845148458588E-4,9606,Homo sapiens,"6878","","R-HSA-75861;R-HSA-75864;R-HSA-75866"
R-HSA-167162,"RNA Polymerase II HIV Promoter Escape",1,49,0.003227293683725219,0.9357133455713877,0.9357133455713877,6,9,6.392953544537576E-4,9606,Homo sapiens,"6878","","R-HSA-167474;R-HSA-9613490;R-HSA-167136;R-HSA-167121;R-HSA-9613498;R-HSA-167113"
R-HSA-3000480,"Scavenging by Class A Receptors",1,49,0.003227293683725219,0.9357133455713877,0.9357133455713877,3,10,7.103281716152863E-4,9606,Homo sapiens,"4481","","R-HSA-3221843;R-HSA-2173778;R-HSA-2507854"
R-HSA-6811438,"Intra-Golgi traffic",1,49,0.003227293683725219,0.9357133455713877,0.9357133455713877,2,10,7.103281716152863E-4,9606,Homo sapiens,"1523","","R-HSA-8847635;R-HSA-8847544"
R-HSA-9683701,"Translation of Structural Proteins",1,49,0.003227293683725219,0.9357133455713877,0.9357133455713877,1,37,0.0026282142349765593,9606,Homo sapiens,"57705","","R-HSA-9683648"
R-MMU-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",1,35,0.003238941328891357,0.9363479754664333,0.9995799496881722,2,5,6.070171178827243E-4,10090,Mus musculus,"57634","","R-MMU-170799;R-MMU-170824"
R-MMU-2022854,"Keratan sulfate biosynthesis",1,35,0.003238941328891357,0.9363479754664333,0.9995799496881722,2,9,0.0010926308121889036,10090,Mus musculus,"57705","","R-MMU-744231;R-MMU-2025724"
R-HSA-69239,"Synthesis of DNA",4,132,0.008693934005137325,0.9368597449898246,0.9368597449898246,16,27,0.001917886063361273,9606,Homo sapiens,"4173;23649;4175;23426","","R-HSA-69152;R-HSA-69063;R-HSA-69127;R-HSA-176942;R-HSA-69068;R-HSA-68913;R-HSA-68944;R-HSA-69074;R-HSA-69140;R-HSA-69142;R-HSA-68950;R-HSA-69144;R-HSA-69019;R-HSA-69053;R-HSA-69116;R-HSA-169468"
R-DME-2022928,"HS-GAG biosynthesis",1,19,0.003249529673336754,0.9369194571148437,0.9999244734791515,3,12,0.0026246719160104987,7227,Drosophila melanogaster,"57705","","R-DME-2022851;R-DME-744231;R-DME-2022919"
R-BTA-2022928,"HS-GAG biosynthesis",1,34,0.003250478011472275,0.9369703907523458,0.9997354912101125,3,12,0.00150564617314931,9913,Bos taurus,"57705","","R-BTA-744231;R-BTA-2022851;R-BTA-2022919"
R-HSA-9705671,"SARS-CoV-2 activates/modulates innate and adaptive immune responses",8,227,0.014950931963380097,0.938085932903304,0.938085932903304,10,47,0.0033385424065918456,9606,Homo sapiens,"3106;3105;1762;1740;3135;23067;55746;84282","","R-HSA-9755328;R-HSA-447246;R-HSA-168184;R-HSA-9755359;R-HSA-9768142;R-HSA-9705320;R-HSA-983426;R-HSA-9708889;R-HSA-918224;R-HSA-918225"
R-RNO-375165,"NCAM signaling for neurite out-growth",1,34,0.0032742681047765792,0.9382347624858792,0.9913948662412256,3,8,0.0010079375078745117,10116,Rattus norvegicus,"3751","","R-RNO-392053;R-RNO-392051;R-RNO-392054"
R-RNO-2022928,"HS-GAG biosynthesis",1,34,0.0032742681047765792,0.9382347624858792,0.9913948662412256,3,12,0.0015119062618117677,10116,Rattus norvegicus,"57705","","R-RNO-2022851;R-RNO-2022919;R-RNO-744231"
R-RNO-2022854,"Keratan sulfate biosynthesis",1,34,0.0032742681047765792,0.9382347624858792,0.9913948662412256,2,9,0.0011339296963588257,10116,Rattus norvegicus,"57705","","R-RNO-2025724;R-RNO-744231"
R-RNO-5675482,"Regulation of necroptotic cell death",1,34,0.0032742681047765792,0.9382347624858792,0.9913948662412256,1,17,0.0021418672042333377,10116,Rattus norvegicus,"57705","","R-RNO-9687828"
R-CFA-2022854,"Keratan sulfate biosynthesis",1,32,0.003286095707537482,0.9388539035223576,0.9995503712005692,2,8,0.0010745466756212224,9615,Canis familiaris,"57705","","R-CFA-744231;R-CFA-2025724"
R-HSA-211733,"Regulation of activated PAK-2p34 by proteasome mediated degradation",1,50,0.0032931568201277745,0.9392205733471072,0.9392205733471072,2,2,1.4206563432305724E-4,9606,Homo sapiens,"5062","","R-HSA-211715;R-HSA-211734"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",1,50,0.0032931568201277745,0.9392205733471072,0.9392205733471072,23,38,0.002699247052138088,9606,Homo sapiens,"2048","","R-HSA-912527;R-HSA-913451;R-HSA-909738;R-HSA-879909;R-HSA-450031;R-HSA-879910;R-HSA-879942;R-HSA-914182;R-HSA-879937;R-HSA-921155;R-HSA-879907;R-HSA-508247;R-HSA-453111;R-HSA-913374;R-HSA-879934;R-HSA-453104;R-HSA-913371;R-HSA-879930;R-HSA-913370;R-HSA-879925;R-HSA-912757;R-HSA-914036;R-HSA-913424"
R-DRE-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,34,0.0033238830775246847,0.9407907270527234,0.9995710799444802,1,8,0.001084010840108401,7955,Danio rerio,"57705","","R-DRE-162730"
R-HSA-5663084,"Diseases of carbohydrate metabolism",2,81,0.005334914048606995,0.940810686981039,0.940810686981039,2,44,0.0031254439551072597,9606,Homo sapiens,"57634;2632","","R-HSA-3878762;R-HSA-5659998"
R-MMU-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,36,0.003331482509716824,0.9411727779564858,0.9995799496881722,1,9,0.0010926308121889036,10090,Mus musculus,"57705","","R-MMU-162730"
R-BTA-2022854,"Keratan sulfate biosynthesis",1,35,0.0033460803059273425,0.9418997677766673,0.9997354912101125,2,9,0.0011292346298619825,9913,Bos taurus,"57705","","R-BTA-744231;R-BTA-2025724"
R-BTA-5675482,"Regulation of necroptotic cell death",1,35,0.0033460803059273425,0.9418997677766673,0.9997354912101125,1,17,0.002132998745294856,9913,Bos taurus,"57705","","R-BTA-9687828"
R-HSA-877300,"Interferon gamma signaling",9,252,0.016597510373443983,0.9421495198404986,0.9421495198404986,12,18,0.0012785907089075152,9606,Homo sapiens,"27131;3106;3105;3115;2048;3135;23067;3123;815","","R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-873918;R-HSA-877269;R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-1031716;R-HSA-873921;R-HSA-909552;R-HSA-873922"
R-HSA-446652,"Interleukin-1 family signaling",6,183,0.012052953961667655,0.9422908407602736,0.9422908407602736,14,92,0.006535019178860633,9606,Homo sapiens,"7850;1762;11141;8945;2078;2969","","R-HSA-507719;R-HSA-9008043;R-HSA-209063;R-HSA-9008684;R-HSA-209125;R-HSA-9008577;R-HSA-5684250;R-HSA-5684248;R-HSA-446130;R-HSA-9009072;R-HSA-168184;R-HSA-445757;R-HSA-9008052;R-HSA-9008054"
R-HSA-73776,"RNA Polymerase II Promoter Escape",1,51,0.00335901995653033,0.9425366735625539,0.9425366735625539,5,7,4.972297201307004E-4,9606,Homo sapiens,"6878","","R-HSA-75873;R-HSA-9613494;R-HSA-75850;R-HSA-9613497;R-HSA-75869"
R-HSA-1638074,"Keratan sulfate/keratin metabolism",1,51,0.00335901995653033,0.9425366735625539,0.9425366735625539,2,16,0.001136525074584458,9606,Homo sapiens,"57705","","R-HSA-2025724;R-HSA-744231"
R-HSA-73621,"Pyrimidine catabolism",1,51,0.00335901995653033,0.9425366735625539,0.9425366735625539,2,17,0.0012075578917459867,9606,Homo sapiens,"1806","","R-HSA-73585;R-HSA-73616"
R-HSA-75876,"Synthesis of very long-chain fatty acyl-CoAs",1,51,0.00335901995653033,0.9425366735625539,0.9425366735625539,1,12,8.523938059383435E-4,9606,Homo sapiens,"54898","","R-HSA-548800"
R-HSA-9637690,"Response of Mtb to phagocytosis",1,51,0.00335901995653033,0.9425366735625539,0.9425366735625539,1,30,0.002130984514845859,9606,Homo sapiens,"5595","","R-HSA-9636304"
R-RNO-5223345,"Miscellaneous transport and binding events",1,35,0.0033705701078582434,0.9430992934807129,0.9913948662412256,2,12,0.0015119062618117677,10116,Rattus norvegicus,"2041","","R-RNO-5226979;R-RNO-5226999"
R-RNO-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,35,0.0033705701078582434,0.9430992934807129,0.9913948662412256,1,9,0.0011339296963588257,10116,Rattus norvegicus,"57705","","R-RNO-162730"
R-RNO-186763,"Downstream signal transduction",1,35,0.0033705701078582434,0.9430992934807129,0.9913948662412256,1,16,0.0020158750157490235,10116,Rattus norvegicus,"3772","","R-RNO-380782"
R-RNO-1222556,"ROS and RNS production in phagocytes",2,56,0.00539291217257319,0.9431647147363178,0.9913948662412256,1,10,0.0012599218848431397,10116,Rattus norvegicus,"3185;3184","","R-RNO-418436"
R-HSA-9748784,"Drug ADME",8,230,0.015148521372587763,0.9432673003988954,0.9432673003988954,13,104,0.007387412984798977,9606,Homo sapiens,"132;781;2944;100;3290;783;28234;5444","","R-HSA-9754964;R-HSA-9756150;R-HSA-9756177;R-HSA-9757010;R-HSA-9754974;R-HSA-9750617;R-HSA-9753284;R-HSA-9748996;R-HSA-9750656;R-HSA-9753280;R-HSA-9753283;R-HSA-9756136;R-HSA-9757706"
R-HSA-162599,"Late Phase of HIV Life Cycle",5,160,0.010538101824408879,0.944122170733263,0.944122170733263,34,78,0.005540559738599233,9606,Homo sapiens,"7514;11198;6878;55746;6749","","R-HSA-180739;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167121;R-HSA-180885;R-HSA-167130;R-HSA-167192;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-167136;R-HSA-167076;R-HSA-165028;R-HSA-167077;R-HSA-9613498;R-HSA-165034;R-HSA-167150;R-HSA-167148;R-HSA-167282;R-HSA-167090;R-HSA-167474;R-HSA-165043;R-HSA-165047;R-HSA-167284;R-HSA-167477;R-HSA-167288;R-HSA-167481;R-HSA-167097;R-HSA-165055;R-HSA-167292;R-HSA-167484"
R-PFA-913709,"O-linked glycosylation of mucins",1,5,0.0034059945504087193,0.9447907696411131,0.9999999958615013,2,4,0.004645760743321719,5833,Plasmodium falciparum,"57705","","R-PFA-914005;R-PFA-914008"
R-PFA-446205,"Synthesis of GDP-mannose",1,5,0.0034059945504087193,0.9447907696411131,0.9999999958615013,1,2,0.0023228803716608595,5833,Plasmodium falciparum,"57634","","R-PFA-532549"
R-HSA-70171,"Glycolysis",3,110,0.007244945004281104,0.945043651684041,0.945043651684041,9,24,0.001704787611876687,9606,Homo sapiens,"5519;57634;55746","","R-HSA-70467;R-HSA-6799604;R-HSA-163750;R-HSA-70471;R-HSA-70262;R-HSA-170824;R-HSA-71802;R-HSA-170799;R-HSA-170796"
R-XTR-975578,"Reactions specific to the complex N-glycan synthesis pathway",1,29,0.003411764705882353,0.9450614912418095,0.9998390700938855,1,6,9.748172217709179E-4,8364,Xenopus tropicalis,"57705","","R-XTR-975829"
R-DME-2559580,"Oxidative Stress Induced Senescence",1,20,0.0034205575508807935,0.9454714824667868,0.9999244734791515,1,10,0.0021872265966754157,7227,Drosophila melanogaster,"26523","","R-DME-3225851"
R-MMU-2022928,"HS-GAG biosynthesis",1,37,0.0034240236905422913,0.9456322599487099,0.9995799496881722,3,12,0.0014568410829185383,10090,Mus musculus,"57705","","R-MMU-744231;R-MMU-2022851;R-MMU-2022919"
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",1,52,0.0034248830929328854,0.9456720501677074,0.9456720501677074,2,27,0.001917886063361273,9606,Homo sapiens,"4036","","R-HSA-9759202;R-HSA-9759209"
R-HSA-5683826,"Surfactant metabolism",1,52,0.0034248830929328854,0.9456720501677074,0.9456720501677074,2,29,0.00205995169768433,9606,Homo sapiens,"135","","R-HSA-5684862;R-HSA-418925"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",1,52,0.0034248830929328854,0.9456720501677074,0.9456720501677074,2,44,0.0031254439551072597,9606,Homo sapiens,"51741","","R-HSA-8864577;R-HSA-8864569"
R-HSA-8856828,"Clathrin-mediated endocytosis",5,161,0.010603964960811434,0.94602302844727,0.94602302844727,22,35,0.002486148600653502,9606,Homo sapiens,"154;6453;4036;8867;8218","","R-HSA-8868071;R-HSA-8868230;R-HSA-8856813;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8866283;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8862280;R-HSA-8856808;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8863472;R-HSA-8869438;R-HSA-8866269;R-HSA-8871196;R-HSA-8871194;R-HSA-8871193"
R-BTA-5223345,"Miscellaneous transport and binding events",1,36,0.0034416826003824093,0.9464440497929523,0.9997354912101125,1,12,0.00150564617314931,9913,Bos taurus,"56138","","R-BTA-8932851"
R-RNO-186797,"Signaling by PDGF",2,57,0.005489214175654854,0.9468778917790721,0.9913948662412256,2,30,0.003779765654529419,10116,Rattus norvegicus,"3772;3752","","R-RNO-380782;R-RNO-382054"
R-RNO-193807,"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",1,36,0.0034668721109399076,0.9475811173483789,0.9913948662412256,1,8,0.0010079375078745117,10116,Rattus norvegicus,"2483","","R-RNO-191972"
R-RNO-1592389,"Activation of Matrix Metalloproteinases",1,36,0.0034668721109399076,0.9475811173483789,0.9913948662412256,3,27,0.003401789089076477,10116,Rattus norvegicus,"2444","","R-RNO-1602458;R-RNO-1604722;R-RNO-1592371"
R-HSA-76042,"RNA Polymerase II Transcription Initiation And Promoter Clearance",1,53,0.003490746229335441,0.9486365414099317,0.9486365414099317,9,11,7.813609887768149E-4,9606,Homo sapiens,"6878","","R-HSA-75873;R-HSA-75861;R-HSA-9613494;R-HSA-75864;R-HSA-75866;R-HSA-75850;R-HSA-9613497;R-HSA-75869;R-HSA-75949"
R-HSA-180534,"Vpu mediated degradation of CD4",1,53,0.003490746229335441,0.9486365414099317,0.9486365414099317,4,5,3.5516408580764315E-4,9606,Homo sapiens,"8945","","R-HSA-180599;R-HSA-180597;R-HSA-180591;R-HSA-180573"
R-HSA-6783310,"Fanconi Anemia Pathway",1,53,0.003490746229335441,0.9486365414099317,0.9486365414099317,2,15,0.0010654922574229295,9606,Homo sapiens,"22909","","R-HSA-6785732;R-HSA-6785986"
R-HSA-2172127,"DAP12 interactions",1,53,0.003490746229335441,0.9486365414099317,0.9486365414099317,2,33,0.002344082966330445,9606,Homo sapiens,"23067","","R-HSA-2272753;R-HSA-210309"
R-CFA-2022928,"HS-GAG biosynthesis",1,34,0.0034914766892585746,0.948668496646371,0.9995503712005692,3,11,0.0014775016789791806,9615,Canis familiaris,"57705","","R-CFA-2022851;R-CFA-744231;R-CFA-2022919"
R-SSC-2022854,"Keratan sulfate biosynthesis",1,35,0.003493013972055888,0.9487356828939626,0.9999073081264396,2,9,0.001193792280143255,9823,Sus scrofa,"57705","","R-SSC-2025724;R-SSC-744231"
R-MMU-5213460,"RIPK1-mediated regulated necrosis",1,38,0.0035165648713677586,0.9497540523490602,0.9995799496881722,1,23,0.0027922787422605317,10090,Mus musculus,"57705","","R-MMU-9687828"
R-DRE-2022928,"HS-GAG biosynthesis",1,36,0.003519405611496725,0.9498755157165023,0.9995710799444802,3,12,0.0016260162601626016,7955,Danio rerio,"57705","","R-DRE-2022919;R-DRE-744231;R-DRE-2022851"
R-SPO-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",1,8,0.0035211267605633804,0.9499489652823448,0.9999999908602529,2,2,0.0013486176668914363,4896,Schizosaccharomyces pombe,"57634","","R-SPO-71802;R-SPO-70262"
R-GGA-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,31,0.003526734926052332,0.950187547210564,0.9996499065740245,1,7,0.001026543481448893,9031,Gallus gallus,"57705","","R-GGA-162730"
R-HSA-3371453,"Regulation of HSF1-mediated heat shock response",3,113,0.00744253441348877,0.9514090171414845,0.9514090171414845,3,14,9.944594402614007E-4,9606,Homo sapiens,"5595;7531;55746","","R-HSA-3371531;R-HSA-5252041;R-HSA-4793925"
R-HSA-72165,"mRNA Splicing - Minor Pathway",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,5,5,3.5516408580764315E-4,9606,Homo sapiens,"23451","","R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-75083;R-HSA-75082"
R-HSA-169911,"Regulation of Apoptosis",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,4,5,3.5516408580764315E-4,9606,Homo sapiens,"5062","","R-HSA-211715;R-HSA-211731;R-HSA-211734;R-HSA-211716"
R-HSA-9762114,"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,3,4,2.841312686461145E-4,9606,Homo sapiens,"8945","","R-HSA-9762096;R-HSA-9762093;R-HSA-9762091"
R-HSA-774815,"Nucleosome assembly",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,2,4,2.841312686461145E-4,9606,Homo sapiens,"8970","","R-HSA-606287;R-HSA-606289"
R-HSA-606279,"Deposition of new CENPA-containing nucleosomes at the centromere",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,2,4,2.841312686461145E-4,9606,Homo sapiens,"8970","","R-HSA-606287;R-HSA-606289"
R-HSA-9664424,"Cell recruitment (pro-inflammatory response)",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,1,23,0.0016337547947151583,9606,Homo sapiens,"26523","","R-HSA-1250280"
R-HSA-9660826,"Purinergic signaling in leishmaniasis infection",1,54,0.0035566093657379964,0.9514394505590188,0.9514394505590188,1,23,0.0016337547947151583,9606,Homo sapiens,"26523","","R-HSA-1250280"
R-RNO-888590,"GABA synthesis, release, reuptake and degradation",1,37,0.003563174114021572,0.9517103101003324,0.9913948662412256,2,9,0.0011339296963588257,10116,Rattus norvegicus,"3785","","R-RNO-888589;R-RNO-917744"
R-SSC-6811438,"Intra-Golgi traffic",1,36,0.003592814371257485,0.9529145922962866,0.9999073081264396,1,7,9.285051067780873E-4,9823,Sus scrofa,"93594","","R-SSC-6811433"
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",2,86,0.005664229730619772,0.9530419580422659,0.9530419580422659,3,17,0.0012075578917459867,9606,Homo sapiens,"11198;6749","","R-HSA-6797606;R-HSA-6797616;R-HSA-6797712"
R-HSA-6783783,"Interleukin-10 signaling",2,86,0.005664229730619772,0.9530419580422659,0.9530419580422659,2,15,0.0010654922574229295,9606,Homo sapiens,"7850;1376;5743","","R-HSA-8937656;R-HSA-6790029"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",5,165,0.010867417506421655,0.9530551447669683,0.9530551447669683,5,67,0.004759198749822418,9606,Homo sapiens,"6531;55356;1012;1131;1183","","R-HSA-442422;R-HSA-437300;R-HSA-379393;R-HSA-444160;R-HSA-549297"
R-HSA-70326,"Glucose metabolism",4,140,0.009220839096357769,0.9531471963737335,0.9531471963737335,12,50,0.003551640858076431,9606,Homo sapiens,"5519;57634;8604;55746","","R-HSA-70467;R-HSA-6799604;R-HSA-163750;R-HSA-372448;R-HSA-70471;R-HSA-70262;R-HSA-170824;R-HSA-70475;R-HSA-71802;R-HSA-170799;R-HSA-170796;R-HSA-70479"
R-HSA-68867,"Assembly of the pre-replicative complex",3,114,0.007508397549891326,0.9533732730050835,0.9533732730050835,9,23,0.0016337547947151583,9606,Homo sapiens,"8970;4173;4175","","R-HSA-9749253;R-HSA-9749350;R-HSA-9749286;R-HSA-9749351;R-HSA-9749197;R-HSA-9749320;R-HSA-9757257;R-HSA-9749098;R-HSA-9757258"
R-DRE-2022854,"Keratan sulfate biosynthesis",1,37,0.003617166878482745,0.9538815514542592,0.9995710799444802,2,9,0.0012195121951219512,7955,Danio rerio,"57705","","R-DRE-744231;R-DRE-2025724"
R-HSA-174113,"SCF-beta-TrCP mediated degradation of Emi1",1,55,0.003622472502140552,0.9540895749653281,0.9540895749653281,3,3,2.1309845148458588E-4,9606,Homo sapiens,"8945","","R-HSA-174209;R-HSA-174203;R-HSA-174159"
R-HSA-6811440,"Retrograde transport at the Trans-Golgi-Network",1,55,0.003622472502140552,0.9540895749653281,0.9540895749653281,3,20,0.0014206563432305726,9606,Homo sapiens,"339122","","R-HSA-6811431;R-HSA-8847537;R-HSA-8847534"
R-HSA-445989,"TAK1-dependent IKK and NF-kappa-B activation  ",1,55,0.003622472502140552,0.9540895749653281,0.9540895749653281,1,17,0.0012075578917459867,9606,Homo sapiens,"1762","","R-HSA-168184"
R-HSA-1483191,"Synthesis of PC",1,55,0.003622472502140552,0.9540895749653281,0.9540895749653281,1,18,0.0012785907089075152,9606,Homo sapiens,"43","","R-HSA-372519"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",19,479,0.03154844233682408,0.954267072620189,0.954267072620189,25,48,0.003409575223753374,9606,Homo sapiens,"64320;9820;23067;2243;2890;57154;5071;9690;3106;142686;3105;57520;80204;3135;8945;7328;7704;8925;51725","","R-HSA-8951499;R-HSA-1236954;R-HSA-983427;R-HSA-983426;R-HSA-983425;R-HSA-983424;R-HSA-8863895;R-HSA-1236943;R-HSA-8863973;R-HSA-983148;R-HSA-983147;R-HSA-983146;R-HSA-983145;R-HSA-983142;R-HSA-983140;R-HSA-983138;R-HSA-983422;R-HSA-983421;R-HSA-1236964;R-HSA-983161;R-HSA-1236965;R-HSA-1236971;R-HSA-983157;R-HSA-983156;R-HSA-983152"
R-XTR-2022928,"HS-GAG biosynthesis",1,31,0.0036470588235294117,0.9550413903365591,0.9998390700938855,3,10,0.0016246953696181965,8364,Xenopus tropicalis,"57705","","R-XTR-2022919;R-XTR-2022851;R-XTR-744231"
R-RNO-5213460,"RIPK1-mediated regulated necrosis",1,38,0.0036594761171032356,0.9555145867183474,0.9913948662412256,1,23,0.0028978203351392212,10116,Rattus norvegicus,"57705","","R-RNO-9687828"
R-RNO-111465,"Apoptotic cleavage of cellular proteins",1,38,0.0036594761171032356,0.9555145867183474,0.9913948662412256,1,38,0.004787703162403931,10116,Rattus norvegicus,"2041","","R-RNO-201608"
R-HSA-8963899,"Plasma lipoprotein remodeling",1,56,0.0036883356385431073,0.9565952335413536,0.9565952335413536,1,31,0.0022020173320073874,9606,Homo sapiens,"23211","","R-HSA-9737780"
R-SSC-2022928,"HS-GAG biosynthesis",1,37,0.003692614770459082,0.956753218206154,0.9999073081264396,3,12,0.0015917230401910067,9823,Sus scrofa,"57705","","R-SSC-2022851;R-SSC-2022919;R-SSC-744231"
R-HSA-109581,"Apoptosis",6,192,0.012645722189290654,0.9570606446729213,0.9570606446729213,17,142,0.010086660036937065,9606,Homo sapiens,"5595;2620;1630;7531;2890;5062","","R-HSA-211715;R-HSA-211651;R-HSA-139906;R-HSA-373700;R-HSA-211650;R-HSA-2562564;R-HSA-9627089;R-HSA-211712;R-HSA-201639;R-HSA-211716;R-HSA-373705;R-HSA-373717;R-HSA-211731;R-HSA-211734;R-HSA-139899;R-HSA-418845;R-HSA-211583"
R-HSA-2995410,"Nuclear Envelope (NE) Reassembly",2,88,0.005795956003424883,0.9572242062170739,0.9572242062170739,7,24,0.001704787611876687,9606,Homo sapiens,"23592;55746","","R-HSA-9615937;R-HSA-9634219;R-HSA-9618378;R-HSA-9634169;R-HSA-9615945;R-HSA-2995376;R-HSA-9615901"
R-HSA-6806834,"Signaling by MET",2,88,0.005795956003424883,0.9572242062170739,0.9572242062170739,1,51,0.00362267367523796,9606,Homo sapiens,"284217;3912","","R-HSA-8874079"
R-DRE-163125,"Post-translational modification: synthesis of GPI-anchored proteins",1,38,0.0037149281454687652,0.9575677646723111,0.9995710799444802,1,9,0.0012195121951219512,7955,Danio rerio,"57705","","R-DRE-162730"
R-HSA-8957322,"Metabolism of steroids",12,331,0.021800698149245866,0.9580538582937337,0.9580538582937337,17,250,0.017758204290382155,9606,Homo sapiens,"781;9256;3290;6342;6907;7421;28234;4520;4036;1584;778;23345","","R-HSA-8951850;R-HSA-8963915;R-HSA-191366;R-HSA-194023;R-HSA-194153;R-HSA-1655826;R-HSA-1655828;R-HSA-193997;R-HSA-193362;R-HSA-1655848;R-HSA-1655850;R-HSA-9660192;R-HSA-4546387;R-HSA-192341;R-HSA-350168;R-HSA-194079;R-HSA-193533"
